text,label
"A study was done recently showing that church attendance was positively correlated with marriage longevity, that is, those couples who attended church together more often were more likely to stay married. This really should not be a surprise considering the general view of divorce within religion. What this does not mean is that any given couple who does not attend church is more likely to get divorced than any given couple that does attend church.",fallacies of defective induction
Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.,fallacies of presumption
AttP 1: Jenny & Bert's Economy Conversation,fallacy of relevance
Allowing gay marriage puts us on the way to polygamy and bestiality,fallacies of defective induction
"""I used to have that haircut. Then my mom got a job.""",fallacy of relevance
"My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry’s each night!
Mi oponente sugiere que bajar los impuestos será una buena idea, ¡esto viene de una mujer que se come una pinta de Ben y Jerry cada noche!",fallacy of relevance
"All useless laws, such as Reform Bill 13, should be repealed.",fallacies of presumption
I work out in the morning because it worked for my friend.,fallacies of defective induction
"The flu vaccine comes out every year just before the holidays, then people go and spend a lot of money. Therefore, businesses are secretly using the flu vaccine as a mind control device to increase holiday spending.",fallacies of defective induction
"I am committed to preserving traditional marriage, the union of one man and one woman.",fallacies of defective induction
"John: We should oppose any attempt to register firearms. Such regulation is the first step to confiscation of all weapons and the elimination of our constitutional right to bear arms.

Ted: This is preposterous. Many things in society are registered, such as cars, babies, boats, and lanes, yet these items have never been confiscated.",fallacies of defective induction
"John says that Kentucky will beat Florida, but John sometimes lies, so I'm not sure.",fallacy of relevance
"A fallacy of relevance where someone rejects or criticizes another person’s view on the basis of personal characteristics, background, physical appearance, or other features irrelevant to the",fallacy of relevance
"Nature gives people diseases and sickness; therefore, it is morally wrong to interfere with nature and treat sick people with medicine.",fallacies of defective induction
Having a television rating system is like being in prison.  Both infringe on one's rights.,fallacies of defective induction
“There aren’t any good restaurants in Sydney; I tried two and they were both horrible.”,fallacies of defective induction
"""I stay away from those gatherings because I don't want to be brainwashed.""",fallacies of presumption
"If Mom didn't turn off the air conditioner, then clearly she must be too hot.",fallacies of defective induction
"Charlie: Illegal posting and sharing of songs online is crippling the music industry.
Bob: You couldn’t be more wrong; the music industry is doing just fine. I can’t believe you think the government should be allowed to regulate what I share with my “friends.” No one wants a world where I can’t loan a book to my girlfriend, let my roommate borrow my iPod, or share a funny meme with my blog followers.",fallacy of relevance
"""We've got to stop them from banning poetry. Once they start banning one form of literature, they will never stop. Next thing you know, they will be burning all the books!"" Ammar demanded.",fallacies of defective induction
"Sometimes kids ride skateboards and fall off, breaking their arms or legs. Clearly, riding a skateboard is extremely dangerous. Don’t you think skateboards should be banned?",fallacy of relevance
Fortnite is the best game ever. Everyone is playing it!,fallacy of relevance
"Several years ago, a group of 10 psychologists started a psychology training program. Each of those psychologists is efficient, effective, and highly-regarded. Their training program must be efficient, effective, and highly-regarded.",fallacies of defective induction
Don't listen to her advice about math. She doesn't even know how to tie her own shoes!,fallacy of relevance
George Bush is a good communicator because he speaks effectively.,fallacies of presumption
The Supreme Court has just flinched from its responsibility to stop the unjust jailing of two journalists―not charged with any wrongdoing―by a runaway prosecutor who will go to any lengths to use the government's contempt power to force them to betray their confidential sources.,fallacy of relevance
You can either support our police or Black Lives Matter.,fallacies of defective induction
"An abusive attack against someone making the argument, instead of the argument itself, is called a/an",fallacy of relevance
"Jon: Why should I bother exercising while my spouse is on vacation stuffing her face with food.
",fallacy of relevance
"Speaker 1: I think the idea of a moral law requires the existence of a lawgiver (i.e. God).
Speaker 2: Of course you would say that. You’re a Christian. Why should we listen to you?",fallacy of relevance
The latest craze or fad; everyone has to have it.,fallacy of relevance
Ms. Baker assigned me a lot of homework because she’s a witch!,fallacy of relevance
"""I don't know how to complete my geometry homework tonight; I probably can't pass the course since I can't do this one assignment.""",fallacies of defective induction
Three congressional representatives have had affairs. Members of Congress are adulterers.,fallacies of defective induction
"""Because everybody thinks this way, it must be right.""",fallacy of relevance
That answer you just gave cannot be right because you are always so rude.,fallacy of relevance
I am voting for Smith for President because the rest of my family is voting for him.,fallacy of relevance
"Jimmy Swaggart argued strongly against sexual immorality, yet while married, he has had several affairs with prostitutes; therefore, sexual immorality is acceptable.",fallacy of relevance
"If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost. This is an example of which logical fallacy?",fallacies of defective induction
"Power lines cause cancer.  I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.”  I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills.",fallacy of relevance
"Don't ever gamble! Once you start, you won't be able to stop, and you'll end up bankrupt.",fallacies of defective induction
Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.,fallacies of presumption
The writer or speaker intentionally misleads the audience by using a word with a double or ambiguous meaning.,fallacy of ambiguity
"I lost my phone in the living room, so it will always be in the living room when it is lost.",fallacies of presumption
Everyone loves Post Malone and can name at least one of his songs! (This is an example of...),fallacies of defective induction
I can't understand why people are complaining that it's difficult to find a job in this job market. My daughter and I got jobs without any trouble.,fallacies of defective induction
This theory originally occurred to a scientist in the form of a dream; therefore it cannot be valid.,fallacy of relevance
"Thanks to her enduring popularity with employees, Ella Watson is the best-liked CEO in our company's history.",fallacies of presumption
"If you don’t like Lady Gaga, it’s because you hate women.",fallacy of relevance
Billy murdered all those people because I spanked him when he was a child.,fallacies of defective induction
"Mormonism is one of the fastest growing sects of Christianity today so that whole story about Joseph Smith getting the golden plates that, unfortunately, disappeared back into heaven, must be true!",fallacy of relevance
"Sandra tells her mom, ""I deserve to have a later curfew, so you should let me stay out until 10pm!""",fallacies of presumption
"""Stephen Hawking in the smartest scientist on the planet, so if he says global warming is real, it must be true!""",fallacies of defective induction
The Royals are promoting their team for the next season by telling people to come join the team because everyone else has.,fallacy of relevance
"While doing research for her debate topic on school uniforms, Sara discovered that a local elementary school survey indicated that 72% of its 1st graders wanted uniforms. She used this as evidence to support that all high schools should wear school uniforms.
What fallacy did Sara use here?",fallacies of defective induction
Incorrectly thinking that one thing leads to another,fallacies of defective induction
"The economy continues to grow as the number of “likes” on my Instagram account continue to increase. Clearly, the two are linked.",fallacies of defective induction
"If you accept that the story of Adam and Eve was figurative, then you will do the same for most of the Old Testament stories of similar literary styles. Once you are there, the New Testament and the story of Jesus does not make sense, which will lead you to believe that the resurrection of Jesus was a “spiritual” one. Once you accept that, you won’t be a Christian anymore; you will be a dirty atheist, then you will have no morals and start having sex with animals of a barnyard nature. So you better take the story of Adam and Eve literally, before the phrase, “that chicken looks delicious”, takes on a whole new meaning.",fallacies of defective induction
Affirmative Action can never be fair or just. You cannot remedy one injustice by committing another.,fallacies of presumption
All my friends are doing a low carb diet. That must be the only way to lose weight so I will do it too.,fallacy of relevance
Canada is the best country to live in because it's better than the other countries!,fallacies of presumption
A mother who tells the pediatrician that she doesn't trust his judgment because he's never been a mother.,fallacy of relevance
"""Florida is the most important state because it has sun and beaches.""",fallacy of relevance
People who wear glasses are smarter.,fallacies of defective induction
"""In its origins [AIDS] was entirely a disease of sodomites... That the first case was diagnosed a little over a decade after the so-called ""Gay Rights"" and ""Gay Pride"" movement gained momentum and force can hardly be coincidental."" - Harry Jaffa, Professor Emeritus of Political Philosophy at Claremont McKenna College",fallacies of defective induction
Order is necessary to justice because justice can only be achieved by a program of social and legal order.,fallacies of presumption
Everyone wants the iPhone 11 because it's the best phone on the market!,fallacy of relevance
A parent who says that the teacher doesn't know how to teach because she graduated from a community college.,fallacy of relevance
"After Will said that we should put more money into health and education, Warren responded by saying that he was surprised that Will hates our country so much that he wants to leave it defenseless by cutting military spending.",fallacy of relevance
"America is the best place to live, because it's better than any other country. (This is a good example of...)",fallacies of presumption
A person hanging out in a bar will be an alcoholic,fallacies of defective induction
Joan is scratched by a cat while visiting her friend. Two days later she comes down with a fever. Joan concludes that the cat's scratch must be the cause of her illness.,fallacies of defective induction
The political commercials described the mayor as a “monster” who “hated babies” but they never discussed his plans for the city.,fallacy of relevance
"If you accept that the story of Adam and Eve was figurative, then you will do the same for most of the Old Testament stories of similar literary styles.  Once you are there, the New Testament and the story of Jesus does not make sense, which will lead you to believe that the resurrection of Jesus was a “spiritual” one.  Once you accept that, you won’t be a Christian anymore; you will be a dirty atheist, then you will have no morals and start having sex with animals of a barnyard nature.  So you better take the story of Adam and Eve literally, before the phrase, “that chicken looks delicious”, takes on a whole new meaning.",fallacies of defective induction
Of course Lou would want to go biking on field trip day - biking is the only thing he ever does! He shouldn't be allowed to choose an activity.,fallacy of relevance
Force people to choose between two extreme choices intentionally ignoring the whole spectrum of other possibilities.,fallacies of defective induction
My neighbor’s child was kidnapped while playing alone in her yard. My city must be a dangerous place for children.,fallacies of defective induction
"All the popular guys at school are dyeing their hair purple, so you should, too!",fallacy of relevance
Suggesting that John F. Kennedy won the presidency over Richard Nixon exclusively because of the debate on TV,fallacies of defective induction
“The two courses I took at Harvard were not very interesting. I don't think it is a good university.”,fallacies of defective induction
"Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, it's true.",fallacies of defective induction
"If I went to the mall a polled 3 people, those opinions would not represent the opinions of the city population.",fallacies of defective induction
"If you forget to floss, you will get cavities, and if you get cavities, you will lose all your teeth by the time you're 30.",fallacies of defective induction
"""Some tall people recently vandalized the park, tall people are irresponsible.""",fallacies of defective induction
"My mother has always told me not to drink milk after eating fish because she knows a friend whose skin got patched after drinking milk and eating fish together. Besides, many other people have told me the same thing so it must be true.",fallacies of defective induction
Every severe recession follows a Republican Presidency; therefore Republicans are the cause of recessions.,fallacies of defective induction
"harmful atheists favor cloning, so cloning is wrong",fallacy of relevance
"Based on a survey of 1000 American homeowners, 99% of those surveyed have two or more automobiles worth on average $100,000 each.  Therefore, Americans are very wealthy.",fallacies of defective induction
"Ted: Biological evolution is both a theory and a fact.

Edwin: That is ridiculous! How can you possibly be absolutely certain that we evolved from pond scum!",fallacy of relevance
"“Eat great food at our restaurant, or eat sad, boring meals at home.”",fallacies of defective induction
"""The majority of people are voting for John Doe, so he must be the best candidate.""",fallacy of relevance
gun registration would start us sliding into the unconstitutional morass of universal arms confiscation.,fallacies of defective induction
"If you don’t eat breakfast, you’ll slouch in your desk. If you slouch in your desk, you’ll hurt your back. If you hurt your back, you’ll never become President. What fallacy is being committed here?",fallacies of defective induction
"""She's definitely a feminist; she watched the Democratic National Convention"" IS an example of this fallacy.",fallacies of defective induction
"""The academic decathlon, Mr. Iglesias? That's a rich kid thing.""",fallacies of defective induction
This is an example of which fallacy?,fallacy of relevance
"If you don't pass this quiz, you will get a low grade. This will affect your score in the gradebook, you will fail Eng II. You will not graduate Highschool. You will not get a good job.",fallacies of defective induction
Attributing the cause of World War II to only Adolf Hitler's hatred of the Jews,fallacies of defective induction
"The report suggests that 'the rise in violent offending and the explosion in the sales of iPods and other portable media devices is more than coincidental,' and asks, rather provocatively, 'Is There an iCrime Wave?' The report notes that nationally, violent crime fell every year from 1993 to 2004, before rising in 2005 and 2006, just as 'America’s streets filled with millions of people visibly wearing, and being distracted by, expensive electronic gear.'",fallacies of defective induction
"If you don’t agree to sign the labor agreement, we’ll fire you.",fallacy of relevance
“My boss isn’t willing to increase the number of vacation days we get each year. That means she doesn’t care about our health. It’s wrong not to care about employees’ health. She should be replaced with someone who cares about the employees.”,fallacy of relevance
"Interviewer: What do you think should be done about people who swear in public?
Man on the Street: I think it should be against the law.
Interviewer: Oh, I suppose you're against the right to free speech, then?",fallacy of relevance
"Red had come up six times in a row on the roulette wheel, so Greg knew that it was close to certain that black would be next up. Suffering an economic form of natural selection with this thinking, he soon lost all of his savings.",fallacy of relevance
"My grandmother smoked for 80 years and died at 100. Obviously, smoking isn’t harmful.",fallacies of defective induction
"Steve: In Sweden, college is free for citizens. How come we can't do that here?
Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!
",fallacy of relevance
"You've never visited another country, so who cares what you say about immigration reform!",fallacy of relevance
"I'm raising funds to help cure XYZ disease. If you don't donate, then you're part of the problem.",fallacies of defective induction
"""I see nobody on the road,"" said Alice.
""I only wish I had such eyes,"" the king remarked...""To be able to see Nobody! And at that distance, too! Why it's as much as I can do to see real people, by this light.""",fallacy of ambiguity
"""We should abolish the death penalty. Many respected people, such as actor, Chewbacca, have publicly stated their opposition to it.""",fallacies of defective induction
"According to the Supreme Court, we have a right to abortion. Therefore, it is right to have an abortion.",fallacy of ambiguity
The reason our company never makes any money is because we have a buffoon running it!,fallacy of relevance
"Look, you are going to have to make up your mind. Either, you decide that you can afford this stereo, or your decide that you are going to have to go without music for a while.",fallacies of defective induction
How do I know that Beth is the most intelligent person in our geometry class? I know because she's so smart.,fallacies of presumption
Mayor Kerr wants to create more bicycle lanes in Greenpoint. Why is he forcing us to give up our cars and bike everywhere?,fallacy of relevance
Look at that face! Could anyone trust that to run the country?,fallacy of relevance
assumes that short-term deviations will correct themselves,fallacies of defective induction
"""Everyone should like coffee: 95% of teachers do!""",fallacy of relevance
"This fallacy assumes something is true (or right, or good) because other people agree with it.",fallacy of relevance
"I know four poor families. They are lazy drug addicts. Therefore, all poor people are lazy drug addicts.",fallacies of defective induction
"Maury: Please put all my chips on red 21.
Dealer: Are you sure you want to do that?  Red 21 just came up in the last spin.
Maury:  I didn’t know that!  Thank you!  Put it on black 15 instead.  I can’t believe I almost made that mistake!",fallacies of defective induction
"Don't listen to Senator Bob's opinion. He is a crook, and a spiteful loony man.",fallacy of relevance
"Which type of appeal is used in the following phrase from the Declaration of Independence: “He has plundered our seas, ravaged our coasts, burned our towns, and destroyed the lives of our people”?",fallacy of relevance
"I knew I should have helped that old lady across the road.  Because I didn’t, I have been having bad Karma all day.",fallacies of defective induction
"An NSA whistle-blower, William Binney, said last week that the agency’s surveillance activities put us on 'a slippery slope toward a totalitarian state'",fallacies of defective induction
People nowadays only vote with their emotions instead of their brains.,fallacies of defective induction
"According to the university brochure, the majors with the most students are Economics and Computer Science. Therefore, you should declare one of these majors if you want to have a successful career.",fallacy of relevance
Why should we put people on trial when we know they are guilty?,fallacies of presumption
"It’s getting late, and we still have to decide on the school budget. What do you say we just leave it as is and we can call it a night?",fallacies of defective induction
We now produce the best program in existence; four thousand businesses subscribe to our program.,fallacy of relevance
"If you told a person, ""I think we should all stay inside to bend the curve of COVID-19"" and they replied, ""so I guess you want people to lose their jobs then,"" what logical fallacy are they using?",fallacy of relevance
He said a lovely lady like me doesn't have to worry about his bear because this is a man-eating bear.,fallacy of ambiguity
"Unless you can close your eyes to abuse, write a check to save this puppy.",fallacies of defective induction
"""He wouldn't make a good president because he looks like a sad muppet.""",fallacy of relevance
"""I have one Japanese friend and it's true that all of them are numb.""",fallacies of defective induction
"Lois and Jan did a ""snow dance"" one afternoon, and it snowed that night. They claimed to have brought the snow.",fallacies of defective induction
"Of course, your minister says he believes in God.  He would be unemployed otherwise.",fallacy of relevance
"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system?
Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!
",fallacy of relevance
We should move to the midwest because the Wall Street Journal says the cost of living is cheaper there.,fallacies of defective induction
Either we go to war or we appear weak.,fallacies of defective induction
"""If we ban Hummers because they are bad for the environment, then eventually the government will ban all cars; therefore, we should not ban Hummers.""",fallacies of defective induction
"Lisa is trying to raise money for her university's library. In her address to the board of trustees, she says, ""We must raise tuition to cover the cost of new books. Otherwise, the school library will close!""
Of what fallacy is this an example?",fallacies of defective induction
"“President Jones raised taxes, and then the rate of violent crime went up. Jones is responsible for the rise in crime.”",fallacies of defective induction
"Senator Jill: ""We'll have to cut education funding this year.""
Senator Bill: ""Why?""
Senator Jill: ""Well, either we cut the social programs or we live with a huge deficit and we can't live with the deficit.""",fallacies of defective induction
"Television Advertisement: Rush to shop at Super-Mart this weekend, everyone is doing it!",fallacy of relevance
Appealing to popularity or the fact that many people do something as an attempted form of validation.,fallacy of relevance
"One day, Megan wore a Donald Duck t-shirt, and she got an ¨A¨ on her Chemistry test. Now she wears a Donald Duck t-shirt every day to Chemistry class. 
Of what fallacy is this an example?",fallacies of defective induction
"Parent: You need to clean out your backpack.
Child: You know I have ADD! Why can’t you just accept me as I am?",fallacy of relevance
All hunting is inhumane and should be outlawed.,fallacies of presumption
"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students.

What error in reasoning has Jeff made?",fallacies of defective induction
This technique using vague positive words that actually hold little meaning.,fallacy of relevance
"“President Jones raised taxes, and then the rate of violent crime went up. Therefore, I think Jones is responsible for the rise in crime.""",fallacies of defective induction
All writing teachers must be awesome because Ms. Lopez is.,fallacies of defective induction
"P1. Lead poisoning can contribute to violent behavior.
P2. Many inner city children have dangerous levels of lead in their blood.
C. Therefore, violent crime in the inner city can be solved by curing the lead problem.",fallacies of defective induction
"What I do know is that if a dirty bomb goes off on Wall Street and the winds are blowing this way, then I and much of this part of Brooklyn are possibly toast. Is that worth possible violations of the rights of some psycho-violent street thug? To me it is.",fallacies of presumption
"Gas prices have been rising steadily these past few years. Thus, the cost of car ownership is higher than it was previously.",fallacies of defective induction
"You see someone walking their dog. The dog goes to the bathroom on a lawn but they don’t pick up after their dog. You ask them to clean up after their dog, but they say, “why do you hate dogs?” What fallacy have they committed?",fallacy of relevance
"If you don't study, you'll fail your test. Then you will do poorly in the class and your GPA will fall. You won't get into a good college, so you'll never get a decent job and you'll end up homeless.",fallacies of defective induction
"The economy continues to grow as the number of likes on my Instagram account continue to increase. Clearly, the two are linked.",fallacies of defective induction
"When the judge asked the defendant why he hadn't paid his parking fines, he said that he shouldn't have to pay them because the sign said 'Fine for parking here' and so he naturally presumed that it would be fine to park there.",fallacy of ambiguity
Television Advertisement: Get all of your stains out by using new and improved Ultra Suds and wash your blues away!,fallacy of relevance
"""Either the city should provide recycling bins or throw out the Recycling Act"" is an example of:",fallacies of defective induction
"This is usually used in a company's slogan, using words that are very vague and nonspecific, but sound really nice. ex: ""Eat Fresh."" ""Expect More. Pay Less.""",fallacy of relevance
Either we pass this ordinance or there will be rioting in the streets.,fallacies of defective induction
"Officer, I was only driving as fast as everyone around me. You can't give me a ticket for doing what every other driver on the road was also doing.",fallacy of relevance
"Pol Pot, the Cambodian Maoist revolutionary, was against religion, and he was a very bad man.  Frankie is against religion; therefore, Frankie also must be a very bad man.",fallacies of defective induction
"Brad's mother asked him why he wasn't trying out for the school play. He responded: ''Because if Tom gets the male lead, which he always does, then I'll only be in the chorus, and it's not worth being in the play if I'm only going to be in the chorus.'' This is an example of which logical fallacy?",fallacies of defective induction
"Exercise is good. Therefore everybody should exercise.'
""'I agree,' said Polly earnestly. 'I mean exercise is wonderful. I mean it builds the body and everything.'",fallacies of defective induction
Students only want cell phones so they can text their friends in class; it's about time students focused more on their studies and less on their social lives.,fallacy of relevance
If we ban cell phones because they are bad for teenagers next the government will ban all iPods and eventually all video games as well.,fallacies of defective induction
She should not be voted president because she's a liar and a thief.,fallacy of relevance
This legislation is sinful because it is the wrong thing to do.,fallacies of presumption
"Verizon advertising the newest Samsung Galaxy phone, claiming that everyone else who has bought it loves the new product.",fallacy of relevance
"""Either you recycle or you don't care about human life.""",fallacies of defective induction
"Dan White ate a lot of Twinkies and then killed the Mayor of San Francisco. If I were a mayor, I’d ban Twinkies so no one would kill me.",fallacies of defective induction
"The museum's new gemstones and precious minerals exhibit needs more security guards. If you don't agree, then you must be planning to steal a piece of the exhibit",fallacies of defective induction
"""Every person is either my enemy or my friend. If are my enemy I should hate them. If they are my friend I should love them So I should either love them or hate them.""",fallacies of defective induction
“How can you argue your case for vegetarianism when you are enjoying your steak?”,fallacy of relevance
"Bill: ""You know, those feminists all hate men."" Joe: ""Really?"" Bill: ""Yeah. I was in my philosophy class the other day and that Rachel chick gave a presentation."" Joe: ""Which Rachel?"" Bill: ""You know her. She's the one that runs that feminist group over at the Women's Center. She said that men are all sexist pigs. I asked her why she believed this and she said that her last few boyfriends were real sexist pigs. "" Joe: ""That doesn't sound like a good reason to believe that all of us are pigs."" Bill: ""That was what I said."" Joe: ""What did she say?"" Bill: ""She said that she had seen enough of men to know we are all pigs. She obviously hates all men."" Joe: ""So you think all feminists are like her?"" Bill: ""Sure. They all hate men.""",fallacies of defective induction
", that makes it right/valid.",fallacy of relevance
Aren't you tired of the political divisiveness in this country? Republicans know what they are talking about when it comes to immigration. Don't you agree?,fallacy of relevance
"a persuasive technique used in media messages that appeals to the ""everyone is doing it"" mentality",fallacy of relevance
Skipping looking for a second opinion or evidence and just asking one doctor is what fallacy?,fallacies of defective induction
You would think that taxes should be lowered because you are a Republican [and therefore your argument about taxes should be rejected].,fallacies of presumption
"Ted: Biological evolution is both a theory and a fact.

Edwin: That is ridiculous!  How can you possibly be absolutely certain that we evolved from pond scum!

Ted: Actually, that is a gross misrepresentation of my assertion.  I never claimed we evolved from pond scum.  Unlike math and logic, science is based on empirical evidence and, therefore, a scientific fact is something that is confirmed to such a degree that it would be perverse to withhold provisional consent.  The empirical evidence for the fact that biological evolution does occur falls into this category.",fallacy of relevance
You're with us or you're against us.,fallacies of defective induction
Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.,fallacies of presumption
"I hold a doctorate in theology, have written 12 books, and personally met the Pope.  Therefore, when I say that Jesus’ favorite snack was raisins dipped in wine, you should believe me.",fallacies of defective induction
Wife: “I see Mr. Smith is cooking out on his new barbecue grill.” Husband: “So his wife finally got fed up with his unfaithfulness!”,fallacy of ambiguity
"Major in English in college, start reading poetry, and next thing you know, you will become an unemployed pot-smoking loser.",fallacies of defective induction
Too much candy can cause cavities. You should avoid eating any candy unless you want cavities.,fallacies of defective induction
"  Homosexuality is / ought to be morally wrong (moral property) because it is not normal (natural property).
or
Homosexuality is not normal (natural property); therefore, it is / ought to be morally wrong (moral property).",fallacies of defective induction
", or a group of people think, in order to persuade one to think the same way.",fallacy of relevance
The word of Zorbo the Great is flawless and perfect. We know this because it says so in The Great and Infallible Book of Zorbo’s Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned.,fallacies of presumption
The newest brand jeans that everyone is wearing are called Blue Dogs. Blue Dogs are being worn by all young teens. Be sure to go out and buy your new jeans at your local mall.,fallacy of relevance
"I think scientists are wrong. There is no such thing as global warming. I just finished talking to my boss, and he thought the idea was ridiculous.",fallacies of defective induction
"""My brother's girlfriend's Mother's hairdresser said that COVID numbers are going down, so I'm not going to bother with my mask"" IS an example of this fallacy.",fallacies of defective induction
"""Everyone was driving over the speed limit, so I shouldn't have gotten a ticket for it!"" is an example of which logical fallacy?",fallacy of relevance
"I am athletic because I run, and I run because I'm athletic.",fallacies of presumption
"If it wasn't a missile, a bomb, or mechanical failure, then all that's left is a meteorite.",fallacies of defective induction
Either you are with me or you are against me.,fallacies of defective induction
"McDonald's Hamburgers, over 99 billion served.",fallacy of relevance
"""Jose, join us because everybody will come to the party and only you will be left behind.""",fallacy of relevance
Pamela is the class secretary. She says that she thinks that the class should do more service projects. Mark says he can’t believe Pamela doesn’t support the annual school dance.,fallacy of relevance
The reason Donald Trump got elected was because liberals took political correctness too far.,fallacies of defective induction
His political party wants to spend your precious tax dollars on big government. But my political party is planning strategic federal investment in critical programs.,fallacy of ambiguity
This clinic sure makes a lot of money. Each of the psychologists who work there must earn a large income.,fallacies of defective induction
"Luke didn't want to eat his vegetables, but his father told him to think about the poor, starving children in a third world country who don't have anything to eat.",fallacy of relevance
"Coke is not as healthy for you as Pepsi. Besides, Britney Spears drinks Pepsi, so it must be healthier than Coke.",fallacies of defective induction
"If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost.",fallacies of defective induction
