type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
1316,-0.085349195,-0.041065495,-0.21341017,0.05262627,0.017158179,-0.07317765,-0.1770228,0.037616212,-0.039486907,0.12102728,-0.09805675,0.20626692,-0.04601573,0.038200125,0.0038421333,-0.0099836495,-0.053924806,-0.062004782,0.104601815,-0.0011735106,0.13830853,0.03258022,-0.026142685,-0.017420957,-0.03687532,-0.018111182,0.057384964,-0.07231247,0.00469034,0.038411822,0.08933899,0.172586,0.09054648,0.028591799,0.11705133,0.06183399,-0.08588116,0.10479952,-0.017865045,-0.105566375,-0.10239658,-0.066488124,0.04652193,-0.18170506,0.07547778,0.0399435,0.08674044,0.062609315,-0.008201993,0.11382719,0.12502812,0.028333113,-0.09953996,-0.048944544,-0.035711985,-0.023552854,0.010703784,-0.041076493,0.107616656,-0.05202088,-0.09944424,0.04727915,-0.0067410045,-0.006122694,-0.01889701,-0.025650224,-0.08369459,0.035319775,0.05174034,-0.051399402,-0.04722729,-0.0695106,-0.058860134,-0.0510947,0.03797595,0.05949725,-0.111404344,0.08669614,0.08179765,0.07410562,0.12420069,0.037993573,-0.03293518,0.0058427886,-0.16409305,-0.08178052,0.22607335,0.024427267,0.10436507,-0.039830558,0.12126059,0.12340699,-0.09829609,0.018393932,-0.039856315,-0.055763815,-0.044458877,0.007327198,0.03279332,0.05508907,-0.0023693868,0.14163789,-0.075752705,-0.10498097,-0.12215382,-0.14910541,0.039151415,-0.06914229,0.007895777,0.087946475,0.06659395,0.009748305,0.023195704,0.049911972,0.061454646,-0.029327804,-0.020955542,-0.014160548,-0.07841904,0.16434692,0.051748745,0.11834229,-0.033630546,-0.0067248233,0.08930172,0.08609157,-0.00303221,-0.012840179
1317,-0.06893172,-0.03960935,-0.1905184,0.039676905,0.02272057,-0.069202974,-0.15536736,0.025719875,-0.033184364,0.107144594,-0.08201662,0.17719683,-0.047761053,0.036180977,-0.0011675544,-0.015421784,-0.048434712,-0.050822023,0.09088496,-0.010170661,0.11438932,0.025671877,-0.015956076,-0.022785788,-0.043137774,-0.016602783,0.048981246,-0.06725348,0.0072886455,0.033093575,0.07544718,0.15200815,0.08330866,0.030470751,0.101184,0.057155624,-0.07587498,0.090797246,-0.023188684,-0.09655652,-0.089611895,-0.05011913,0.052422028,-0.15260668,0.07159103,0.039829016,0.06604838,0.067637466,-0.010028545,0.09539454,0.102320574,0.018721687,-0.08707664,-0.040019058,-0.0436993,-0.026511274,0.013038592,-0.027615111,0.09188742,-0.050708923,-0.079647034,0.047871668,-0.006616095,-0.0025690787,-0.025199588,-0.015361013,-0.063515715,0.02942011,0.04756597,-0.054422755,-0.041081212,-0.057928056,-0.04205754,-0.047225863,0.040912796,0.05999932,-0.09686057,0.07079321,0.06947234,0.061566897,0.11261501,0.024521315,-0.040497206,0.011135869,-0.1369914,-0.065984264,0.19742326,0.02744862,0.089835376,-0.034822997,0.1075175,0.09812742,-0.08724392,0.030578077,-0.03019166,-0.044412617,-0.03962772,-0.0053742644,0.030833779,0.048700582,-0.006361988,0.12602551,-0.069008216,-0.09675808,-0.111806504,-0.11681446,0.034013987,-0.06644848,0.011322952,0.074060455,0.05917792,0.0074654687,0.02279393,0.049624562,0.051663734,-0.02195831,-0.009509302,-0.022297509,-0.07006774,0.14219774,0.045643795,0.108928986,-0.038585473,-0.0071576643,0.08189835,0.077325195,-0.008582227,-0.016945934
1318,-0.0779541,-0.0459829,-0.1991597,0.033003002,0.017546251,-0.07367835,-0.16415714,0.026845139,-0.02871994,0.10004077,-0.08498257,0.18211901,-0.041431695,0.033415075,-0.0037398713,-0.009915076,-0.045695867,-0.055567734,0.095891446,0.0038763403,0.12322934,0.028660068,-0.03026709,-0.02660577,-0.046179965,-0.023452545,0.049136575,-0.062331136,0.0070855157,0.04410909,0.07807555,0.15945789,0.089898705,0.017067544,0.10085419,0.062064603,-0.07957229,0.088619456,-0.013197822,-0.08474344,-0.096934296,-0.057726227,0.043411642,-0.16617772,0.05862784,0.037488647,0.07513588,0.06597495,-0.02149516,0.10546197,0.10568452,0.019155217,-0.09921615,-0.04093603,-0.035408314,-0.024925716,0.016276984,-0.03085326,0.10004966,-0.047332607,-0.08520737,0.04559846,0.0017295068,-0.00013969795,-0.018770779,-0.016515914,-0.07438307,0.039792772,0.05086744,-0.046673026,-0.034868237,-0.067928284,-0.04748858,-0.056513015,0.043215092,0.066092834,-0.08933278,0.078034595,0.08204358,0.06952256,0.10696299,0.022620454,-0.035066333,0.010040464,-0.15070164,-0.061334446,0.2141488,0.023814054,0.0930219,-0.034515414,0.112689406,0.104443364,-0.10022593,0.025348375,-0.04102743,-0.05381112,-0.039969232,-0.0033116979,0.019952873,0.035233792,0.0051937914,0.13166009,-0.06404747,-0.089377865,-0.11247054,-0.12410388,0.047618438,-0.05426912,-0.0008198976,0.09053802,0.06835752,0.0056458306,0.017960494,0.047489528,0.053389814,-0.01712405,-0.019377563,-0.022269098,-0.076029666,0.15904206,0.049091145,0.11190055,-0.033858035,-0.011034525,0.089539185,0.07952871,-0.011329444,-0.01474538
1319,-0.06918264,-0.04115865,-0.18379533,0.033226974,0.018666953,-0.072376646,-0.15032478,0.029538523,-0.029067775,0.099909775,-0.07118403,0.17322558,-0.049350776,0.03649944,0.006109271,-0.01127543,-0.044579864,-0.047660884,0.099115655,0.0011227183,0.113290355,0.02263063,-0.01815932,-0.020232096,-0.04136171,-0.022422826,0.046072885,-0.06817166,0.0029274751,0.043935664,0.07861785,0.14321381,0.079214476,0.014692755,0.10022938,0.051621173,-0.0755633,0.08656069,-0.011943889,-0.08975784,-0.08845946,-0.048633177,0.04831515,-0.14702909,0.06016188,0.04062957,0.05828604,0.052505035,-0.011027441,0.094253935,0.106585525,0.027892245,-0.086272456,-0.034607958,-0.041702922,-0.023587074,0.012230297,-0.02944685,0.08356955,-0.055858724,-0.07474779,0.0364364,-0.0005733572,-0.010666524,-0.008524035,-0.017876107,-0.06437977,0.032794435,0.034557685,-0.054229423,-0.044016246,-0.055422924,-0.03924838,-0.0522264,0.041091625,0.06277194,-0.089550026,0.06877201,0.06354811,0.06433584,0.09379421,0.033154357,-0.0299857,0.011836928,-0.13036394,-0.06946762,0.1998675,0.028901823,0.07675328,-0.03329872,0.11104711,0.099811584,-0.087281175,0.013471919,-0.040012762,-0.050210774,-0.042915147,-0.0025211694,0.032519795,0.04791091,-0.0052672387,0.12034903,-0.06510159,-0.09126657,-0.103561684,-0.114298575,0.03614987,-0.047571845,0.013648879,0.082112916,0.06503899,0.00978127,0.022292772,0.051580314,0.047986377,-0.013708179,-0.011959721,-0.01744281,-0.06584605,0.1461719,0.055703584,0.099261284,-0.03931358,-0.014171814,0.07543051,0.06082166,-0.013030073,-0.01405573
132,-0.07219735,-0.03032184,-0.16954142,0.02816611,0.0073455656,-0.056998406,-0.13696739,0.025266735,-0.025112692,0.09418722,-0.07418655,0.16234139,-0.037835665,0.03686205,0.01172398,-0.017632615,-0.044278245,-0.04155247,0.08128699,0.00042280805,0.10147852,0.02285499,-0.021469831,-0.01039044,-0.033806164,-0.013468993,0.04197114,-0.05650552,0.007917059,0.030787634,0.06951801,0.12485023,0.07327582,0.021411965,0.085864,0.053808436,-0.067871556,0.0806981,-0.014012767,-0.08499711,-0.09193116,-0.05429364,0.044514235,-0.13777924,0.060989164,0.028810486,0.065195456,0.058402047,-0.007944649,0.07705573,0.097106084,0.01902634,-0.0750116,-0.032472312,-0.032094244,-0.017481985,0.011968939,-0.021734305,0.07934651,-0.0404702,-0.07730779,0.04064953,0.0061322283,-0.00015912208,-0.021182358,-0.0070874286,-0.064719096,0.040892456,0.037177127,-0.040459692,-0.03508025,-0.044630885,-0.034016468,-0.035568025,0.039065946,0.052529894,-0.082258604,0.06198154,0.07011857,0.057411287,0.09079033,0.022446575,-0.025949806,0.005639806,-0.12706009,-0.06201708,0.17952357,0.021306112,0.075640246,-0.041500695,0.10736733,0.09717148,-0.0863243,0.012154473,-0.02446673,-0.035347886,-0.043395177,-0.0055944277,0.02332097,0.034406334,0.0022932843,0.11607126,-0.064961635,-0.075772375,-0.09423979,-0.1060741,0.029774223,-0.045652747,-0.0012932408,0.071136184,0.055745017,0.009664949,0.018141408,0.042043522,0.041875206,-0.014898369,-0.013673225,-0.014943787,-0.05602743,0.13313343,0.04396578,0.09564601,-0.03945521,-0.013490074,0.077896364,0.067766435,-0.0043298043,-0.008605393
1320,-0.07517075,-0.047462136,-0.20607364,0.04505905,0.020039534,-0.071475685,-0.17308706,0.021787409,-0.037612468,0.106291205,-0.08413704,0.18831265,-0.0423212,0.039413705,0.005974868,-0.022414755,-0.052131508,-0.06619696,0.0999713,-0.0006892522,0.13271102,0.020421937,-0.021079449,-0.027729642,-0.04959723,-0.024585055,0.059136648,-0.061622463,-0.0038288226,0.041497335,0.07466202,0.15891927,0.08138704,0.023400886,0.09974944,0.06713387,-0.06879379,0.10180697,-0.024580823,-0.09045343,-0.11221199,-0.055851366,0.055007543,-0.17000653,0.065134935,0.03513809,0.08294079,0.06242845,-0.013294413,0.10708017,0.11496327,0.020803673,-0.09598287,-0.047434937,-0.046362966,-0.02719067,0.012718309,-0.028305715,0.101046,-0.060528632,-0.09726936,0.05165739,0.0016583862,-0.0019945416,-0.016136441,-0.015817227,-0.0718407,0.03821393,0.050645303,-0.05190012,-0.04667036,-0.05863959,-0.051032647,-0.0439135,0.042794228,0.06683744,-0.09711874,0.072251976,0.07758337,0.07555265,0.115505055,0.02749913,-0.04229066,0.003613232,-0.15138008,-0.068215966,0.21116063,0.03027288,0.09052994,-0.03696115,0.13025454,0.11814755,-0.10106799,0.02806816,-0.04264294,-0.055607777,-0.04062434,0.002347621,0.022043481,0.038396083,0.0037341944,0.12826847,-0.07883111,-0.094073385,-0.109503016,-0.14244269,0.050289012,-0.065149516,0.010724597,0.09232609,0.06821402,0.013071218,0.023891324,0.0488964,0.05230121,-0.016809264,-0.022482218,-0.015300294,-0.079747066,0.16494472,0.05685163,0.1137963,-0.042256385,-0.009440069,0.09843628,0.07215358,-0.004477409,-0.016924834
1321,-0.05642745,-0.033170942,-0.13169962,0.031237395,0.006524011,-0.04476416,-0.12049154,0.01612904,-0.024269069,0.07147972,-0.062270857,0.1347589,-0.0402441,0.01945082,0.0058881673,-0.0035601354,-0.041238975,-0.04839541,0.07223513,-0.0026165226,0.08850132,0.022430612,-0.018924398,-0.015661404,-0.021108612,-0.013400018,0.03722306,-0.054055948,0.007289256,0.022408376,0.046145193,0.10138401,0.05532371,0.02455494,0.07736424,0.037863266,-0.04818401,0.06640419,-0.008377541,-0.06172793,-0.07556378,-0.03912394,0.03700695,-0.111739695,0.051122416,0.03206016,0.056125067,0.043020207,-0.015328477,0.06613364,0.07359664,0.012429067,-0.059187207,-0.035557088,-0.022384757,-0.014731544,0.007685248,-0.023476692,0.060218878,-0.032272737,-0.065766975,0.028863009,-0.004213636,-0.004263859,-0.015385889,-0.018883431,-0.055803075,0.03222688,0.03399742,-0.041500326,-0.02440337,-0.041311376,-0.0389905,-0.03246158,0.02027739,0.03526873,-0.07035902,0.060472623,0.046985425,0.051224913,0.077161536,0.013677383,-0.020654405,-0.0018329272,-0.10737443,-0.04637156,0.14594224,0.018046588,0.06201861,-0.023970783,0.09024433,0.07197871,-0.060327485,0.019309806,-0.02277382,-0.03292052,-0.036309734,0.007637261,0.02121012,0.035147067,-0.0015822917,0.088070825,-0.053161368,-0.06716619,-0.07824563,-0.08391484,0.03772441,-0.046439636,0.004702402,0.06339424,0.045928665,0.0042503197,0.005213461,0.038046356,0.046330195,-0.011188999,-0.00223436,-0.0061882106,-0.048256792,0.10877028,0.031681437,0.073918365,-0.030796276,-0.0120767625,0.0694284,0.052708216,-0.0050602965,-0.015679264
1322,-0.08224268,-0.04329631,-0.1919137,0.03311695,0.021526847,-0.06880127,-0.15599087,0.032185704,-0.027303332,0.10968102,-0.0770055,0.17324767,-0.052862313,0.037473924,0.010984578,-0.015604109,-0.051729057,-0.052553702,0.09776111,0.0025678882,0.11740977,0.0282029,-0.01849353,-0.018907782,-0.031022644,-0.023867274,0.04287798,-0.058372833,0.009389135,0.04322917,0.07013157,0.14714608,0.080106996,0.014740615,0.09324426,0.05412632,-0.075481564,0.0915643,-0.023732552,-0.09781833,-0.10483741,-0.056174416,0.04482111,-0.16497193,0.060651336,0.033177823,0.06501411,0.058031894,-0.02162135,0.101165295,0.10061876,0.01621971,-0.09509171,-0.04083412,-0.03457218,-0.019210218,0.007063341,-0.03167472,0.09114999,-0.04345016,-0.08958359,0.043070816,-0.006551545,-0.014985306,-0.014874059,-0.008151662,-0.0728762,0.04367744,0.047108915,-0.03979788,-0.03873331,-0.058990996,-0.04798927,-0.053910904,0.044002444,0.059240773,-0.08367492,0.075616784,0.07025167,0.06406868,0.10025499,0.022589874,-0.041265156,0.0044094785,-0.13570945,-0.07159425,0.20292835,0.02067134,0.085374154,-0.045248758,0.11358903,0.10248097,-0.08474812,0.02618822,-0.030928448,-0.049563088,-0.042549744,0.0038037223,0.017217848,0.045084618,-0.00026120362,0.124457255,-0.06981201,-0.08508486,-0.104873575,-0.12242516,0.035178732,-0.061645422,0.00053061795,0.085241914,0.060210727,0.00936032,0.013733485,0.053614095,0.053914562,-0.015452393,-0.02079785,-0.02590958,-0.07169601,0.1531682,0.056311768,0.111949824,-0.038319364,-0.016338337,0.081608586,0.06700071,-0.01283796,-0.006825672
1323,-0.06648214,-0.02682106,-0.16057752,0.03438591,0.012997944,-0.065274715,-0.14088476,0.02670968,-0.029844582,0.08643514,-0.06865024,0.16777399,-0.034382563,0.026804643,0.010331616,-0.017821427,-0.03787351,-0.053606443,0.082435526,0.0045651677,0.107060716,0.021111397,-0.014177518,-0.020607982,-0.031111289,-0.015745701,0.04811376,-0.050176546,0.0030442085,0.03871455,0.07285545,0.13678849,0.068260536,0.015169516,0.09246481,0.054665565,-0.05734367,0.07274509,-0.010258839,-0.07347465,-0.08155135,-0.05460649,0.04543821,-0.1389516,0.056979444,0.03142461,0.06311689,0.06085467,-0.010300687,0.082232006,0.099924125,0.022602644,-0.08122988,-0.03399353,-0.03624427,-0.02957374,0.01255459,-0.02529934,0.087901436,-0.043172054,-0.08305794,0.045502454,0.0033507347,-0.01161285,-0.010716269,-0.014949233,-0.06909814,0.030699924,0.03294711,-0.045813993,-0.032152135,-0.051594097,-0.042787768,-0.041061375,0.038682345,0.059883915,-0.07692897,0.06591932,0.073781356,0.059331894,0.09759407,0.025591336,-0.02615128,-0.0011756229,-0.13509555,-0.059469774,0.17775285,0.02624774,0.080631666,-0.0352543,0.09682532,0.08980379,-0.08293388,0.024338588,-0.03348941,-0.046603102,-0.037095685,-0.0038104113,0.025786476,0.033177312,-0.0043190825,0.105756484,-0.05672552,-0.08220932,-0.09930406,-0.11261134,0.043077685,-0.04668845,0.007939181,0.07043286,0.051214267,0.0125138145,0.008360389,0.043758914,0.04300795,-0.012684581,-0.018771967,-0.019989084,-0.051243946,0.12841097,0.04135632,0.10371865,-0.025550473,-0.0062290817,0.07364719,0.07248381,-0.004993132,-0.018282235
1324,-0.0855751,-0.035257928,-0.20865741,0.045776237,0.010919338,-0.08145511,-0.17928033,0.023620373,-0.026658945,0.11456541,-0.09444614,0.19886921,-0.05372491,0.027920583,0.0018659019,-0.02033961,-0.05838344,-0.06506846,0.10474084,0.0045312643,0.121466614,0.0262609,-0.024381517,-0.021754265,-0.04668795,-0.016750023,0.056826565,-0.06413296,-9.698502e-05,0.04860255,0.07350287,0.16378672,0.08367054,0.016349131,0.10700946,0.06614964,-0.06970559,0.090418555,-0.012169887,-0.09638129,-0.108403504,-0.05815152,0.04736057,-0.16514172,0.069537096,0.035744365,0.06812359,0.071387045,-0.018941637,0.10640635,0.10533929,0.030045051,-0.09801268,-0.03915508,-0.04626767,-0.030734843,0.009851396,-0.0356829,0.1019294,-0.054610375,-0.08627047,0.052054603,0.00035994133,-0.0077911317,-0.022856707,-0.015808076,-0.06884748,0.03425439,0.041919928,-0.05086383,-0.037778076,-0.05534239,-0.049564213,-0.04433684,0.041850846,0.06338543,-0.10014519,0.08409576,0.08776235,0.0669447,0.10773758,0.033398062,-0.037012566,0.009187395,-0.15573041,-0.06531349,0.2227096,0.020390922,0.1014092,-0.03698766,0.12360081,0.1181813,-0.101531036,0.023274116,-0.04456586,-0.055080555,-0.047735658,0.00034648032,0.021369383,0.05396888,-0.0020740712,0.12453637,-0.07218128,-0.099565946,-0.12022057,-0.1303487,0.050967112,-0.057260532,0.0042475187,0.08558689,0.07177451,0.01402367,0.015037966,0.048455235,0.06434622,-0.02110797,-0.014593099,-0.021236332,-0.066157185,0.16125587,0.060054574,0.1159019,-0.0321747,-0.013924136,0.08919638,0.070300914,-0.011615984,-0.013732046
1325,-0.07916965,-0.03654127,-0.17633858,0.041317705,0.017808033,-0.059536252,-0.15825827,0.02536838,-0.021886144,0.105662934,-0.07135294,0.17359184,-0.039818693,0.034724176,0.0035565165,-0.0125253415,-0.046252683,-0.051791992,0.09279497,-0.009585042,0.115095004,0.028178476,-0.024826584,-0.026475765,-0.044393845,-0.026082015,0.05367648,-0.06318448,-0.00031568465,0.038320288,0.077652365,0.14713663,0.07701934,0.020403909,0.09800124,0.06385635,-0.06889294,0.08627006,-0.020661348,-0.0932256,-0.09281348,-0.050394136,0.04849041,-0.16027105,0.064504385,0.032838657,0.06827535,0.06193792,-0.01077182,0.088950224,0.104160905,0.024664352,-0.08697004,-0.031975158,-0.0323049,-0.023554994,0.017935604,-0.028184103,0.084304646,-0.044016767,-0.0836858,0.0472112,0.00057988963,-0.013871281,-0.011812579,-0.010012111,-0.06340648,0.029246176,0.046881575,-0.04418369,-0.03523042,-0.0510425,-0.05422275,-0.052118234,0.035495926,0.057439446,-0.08487531,0.07281703,0.076874115,0.062311,0.10585784,0.021420326,-0.038910925,0.008815812,-0.13498636,-0.05974724,0.20322645,0.023021162,0.07788471,-0.046233602,0.11469705,0.10944333,-0.09380743,0.01784499,-0.031977173,-0.053695038,-0.046393495,-0.0032563983,0.01947715,0.034141306,-0.008039137,0.11582017,-0.062294193,-0.0931845,-0.11096915,-0.11737717,0.03712426,-0.055211015,0.010652568,0.07091965,0.06984567,0.0116225695,0.011498304,0.05752222,0.04564274,-0.023739306,-0.006469992,-0.02230564,-0.06478304,0.14886723,0.04344871,0.11037664,-0.038408224,-0.011042334,0.083121434,0.06812279,-0.008240086,-0.02041491
1326,-0.04765527,-0.026111918,-0.12759112,0.01948298,0.01213546,-0.044044252,-0.10225473,0.014086789,-0.021308629,0.06886039,-0.053730525,0.121071436,-0.035841927,0.020006372,-0.0021085578,-0.0033556083,-0.033850893,-0.03424938,0.06559113,0.0049881157,0.08628338,0.014921901,-0.012003522,-0.015949337,-0.020826563,-0.010519736,0.032771956,-0.039391957,-0.005319689,0.021873863,0.054368876,0.09837251,0.051215336,0.010365533,0.07386646,0.038594164,-0.03995505,0.0563618,-0.018653559,-0.06517496,-0.07083044,-0.03577653,0.030864993,-0.101632796,0.036467187,0.020409202,0.047724172,0.038892567,-0.013738204,0.057532966,0.07022221,0.018582897,-0.065037474,-0.028232668,-0.017860774,-0.012438472,0.00036853508,-0.02305252,0.0633517,-0.031353474,-0.060747348,0.02370225,-0.0010271199,-0.012276029,-0.006353652,-0.014952667,-0.050801117,0.032161783,0.02350859,-0.026858341,-0.030873422,-0.034441877,-0.024824016,-0.029777661,0.03137375,0.044575047,-0.05898999,0.042656023,0.050994974,0.03747175,0.07627063,0.015604653,-0.026039992,-0.0029646948,-0.097396314,-0.049783558,0.13486561,0.009344377,0.05743257,-0.027930805,0.06932502,0.067951396,-0.05581516,0.0083783865,-0.029765045,-0.02505225,-0.034731507,-0.0034441059,0.019624516,0.026672497,-0.0065919426,0.07941009,-0.044337925,-0.06809675,-0.07371597,-0.088426016,0.035128243,-0.031785756,0.005223044,0.05692494,0.0432137,0.00010933942,0.014064467,0.034691203,0.03857543,-0.014666347,-0.0012279599,-0.012131341,-0.05080131,0.10865157,0.033326846,0.072404265,-0.017038045,-0.015315809,0.059995648,0.040800173,-0.0019399477,-0.0076914565
1327,-0.06907791,-0.032133225,-0.17098212,0.03762099,0.013479843,-0.06101282,-0.15179974,0.031481046,-0.030503659,0.099518135,-0.06986415,0.16328992,-0.047603115,0.03373474,-0.002112084,-0.018655643,-0.036345147,-0.05139068,0.08111407,-0.008746508,0.10503574,0.021760602,-0.024513463,-0.010004934,-0.03531843,-0.0126996115,0.051486425,-0.06517943,-0.0015440137,0.0283829,0.07143952,0.13866286,0.06976244,0.018018862,0.08744673,0.05881989,-0.061386976,0.072565965,-0.008248875,-0.08452008,-0.09151584,-0.05368635,0.04796322,-0.13551033,0.06593605,0.041867375,0.05805128,0.060757797,-0.0064739906,0.0811905,0.09711952,0.013987819,-0.07793468,-0.037140116,-0.035840254,-0.017692842,0.011122012,-0.033987332,0.08810822,-0.048046544,-0.07976557,0.04196208,0.003780335,0.00053705974,-0.02002983,-0.020719882,-0.06255672,0.028775875,0.03453935,-0.036832545,-0.030014751,-0.0533587,-0.035373874,-0.047736354,0.038512785,0.052529197,-0.08163569,0.07219223,0.07378688,0.06082067,0.09339007,0.0196788,-0.02557134,0.0053322115,-0.12150916,-0.06583494,0.17931713,0.02149419,0.069355495,-0.03752787,0.10778045,0.09688074,-0.08089119,0.013341261,-0.025340945,-0.048023045,-0.033019237,0.0030294685,0.031237455,0.03825005,-0.00293624,0.11177825,-0.06783006,-0.077110924,-0.09279556,-0.11256582,0.038517654,-0.04496509,0.0007186949,0.07709681,0.05420462,0.00601782,0.022399524,0.047064755,0.049155656,-0.014479019,-0.017196378,-0.009878528,-0.06279647,0.13377579,0.05301357,0.09211678,-0.032533582,-0.015373319,0.06946357,0.05793794,0.0005964799,-0.017692624
1328,-0.09124475,-0.04318715,-0.2121757,0.044188973,0.0083791055,-0.076063655,-0.17923796,0.02059558,-0.032916214,0.11031565,-0.08418168,0.19864689,-0.056190398,0.037245564,0.0053935777,-0.014384719,-0.045767598,-0.059486058,0.101104915,-3.1931977e-05,0.12994502,0.033080753,-0.03011819,-0.021959858,-0.03754293,-0.022453807,0.052785367,-0.07838819,0.009919215,0.034664456,0.08469194,0.16471404,0.081712954,0.030042754,0.11525975,0.062969096,-0.08531692,0.10487617,-0.019544208,-0.10141903,-0.10147941,-0.056497134,0.04568607,-0.17116544,0.07742471,0.048598085,0.08619624,0.05896502,-0.01081522,0.104619525,0.11228267,0.023778217,-0.09778108,-0.042049836,-0.051541924,-0.0360643,0.014430182,-0.035256613,0.109479465,-0.060362834,-0.090459086,0.044280175,-0.006155017,-0.0076740086,-0.02283857,-0.023450188,-0.075036004,0.051617473,0.038547486,-0.050904818,-0.049228765,-0.05764534,-0.061148155,-0.050523195,0.03463346,0.060321428,-0.09952548,0.08875163,0.08218198,0.08270285,0.12129043,0.034437627,-0.045380194,0.0061990046,-0.15354906,-0.06950056,0.22302146,0.031319063,0.096015066,-0.04526509,0.11880655,0.1197891,-0.10529187,0.028120121,-0.04052045,-0.0582055,-0.05449639,-0.0062290337,0.024195665,0.04206243,-0.0006981621,0.13811725,-0.06965539,-0.10590184,-0.12153215,-0.13668448,0.04744737,-0.0680975,0.0017998714,0.088159285,0.07448036,0.007159696,0.023670148,0.058183335,0.051502947,-0.022251308,-0.015071056,-0.018004796,-0.07834465,0.17272094,0.05373073,0.12412807,-0.03947211,-0.020514006,0.08775792,0.07417052,-0.0099119255,-0.009086805
1329,-0.076006256,-0.03485029,-0.17539698,0.03284064,0.016143287,-0.060747974,-0.15299754,0.017547168,-0.026457664,0.090735376,-0.0740612,0.16646962,-0.047191124,0.035582926,-0.0026675637,-0.009396995,-0.042187687,-0.060297873,0.08099934,-0.010102789,0.10522931,0.0239147,-0.025752699,-0.013297051,-0.038852543,-0.017087424,0.04445682,-0.054300014,0.006092157,0.033871368,0.060237866,0.13856296,0.078972176,0.029018184,0.09686473,0.06437651,-0.0713866,0.085910715,-0.015445118,-0.08735018,-0.08484289,-0.05667636,0.049711093,-0.14864907,0.06707707,0.03907563,0.071923375,0.050482,-0.018855054,0.0833653,0.09901114,0.020769104,-0.08371101,-0.02737819,-0.033478957,-0.016423741,0.016329441,-0.025988918,0.07805516,-0.039146844,-0.081566945,0.040419787,-0.0069208024,0.0005913681,-0.021013545,-0.008948144,-0.057146493,0.036578733,0.044342343,-0.051422536,-0.03604037,-0.050679892,-0.051872205,-0.035458516,0.029387636,0.050850958,-0.08343239,0.07598826,0.06248919,0.05630414,0.092913024,0.030339155,-0.031411488,0.01335223,-0.12473902,-0.060592487,0.19137062,0.022649491,0.07802025,-0.03789914,0.111352526,0.09624071,-0.08017273,0.028519627,-0.02572948,-0.041397847,-0.04849004,0.006750655,0.018402658,0.042681944,-0.003434989,0.11118285,-0.05516685,-0.091796234,-0.09637254,-0.11007163,0.032185208,-0.046799146,0.0039922,0.067723125,0.054735053,0.005596628,0.019782992,0.04533558,0.050859302,-0.02276265,-0.011450653,-0.02040116,-0.05586726,0.14174,0.04641612,0.10228565,-0.03652558,-0.010751932,0.08025337,0.06501823,-0.0051537487,-0.016069606
133,-0.08081908,-0.043969855,-0.19502133,0.044928387,0.021912545,-0.06130051,-0.16819638,0.032601714,-0.026352812,0.09711615,-0.082364395,0.18931043,-0.042562686,0.027834963,0.005419401,-0.019962294,-0.047566615,-0.063132204,0.09672945,-0.0030756956,0.114596345,0.027639948,-0.018366178,-0.024625594,-0.03155269,-0.019759497,0.0559865,-0.06270438,-0.0025347436,0.032717522,0.07327829,0.15467499,0.084488995,0.017023085,0.09745393,0.06776711,-0.07631648,0.09363563,-0.020349834,-0.09779729,-0.100215,-0.048752043,0.04714616,-0.16971575,0.07064758,0.03692145,0.07079661,0.05544379,-0.017537383,0.10340947,0.10528574,0.030359669,-0.09684328,-0.031629175,-0.031777024,-0.027802993,0.009730262,-0.025444971,0.10011984,-0.044455037,-0.081349276,0.049136844,0.0045263623,-0.011597236,-0.023041416,-0.019414537,-0.065451935,0.031284273,0.050532866,-0.04156618,-0.03917339,-0.059394833,-0.052438132,-0.051789623,0.04163081,0.06032561,-0.09663446,0.081767,0.06786551,0.070637114,0.10954987,0.02457655,-0.0326087,0.007520742,-0.14835276,-0.061364673,0.21061854,0.026544968,0.08630856,-0.04117925,0.119162254,0.11183657,-0.0889227,0.029042274,-0.035815164,-0.047302745,-0.044068724,-0.002765028,0.019424317,0.042667225,0.0030473603,0.12675004,-0.0743165,-0.09332989,-0.10711897,-0.1328206,0.035872217,-0.056416653,-0.00087433564,0.07879054,0.06063508,0.014284012,0.019579856,0.04401395,0.05206335,-0.025636677,-0.01637672,-0.020878809,-0.063795924,0.15577015,0.058634218,0.10658603,-0.034098346,-0.019173749,0.08401251,0.06964534,-0.004091427,-0.009582011
