text,label
"His house is about half the size of most houses in the neighborhood. Therefore, his doors must all be about 3 1/2 feet high.",fallacies of defective induction
I’ve never had the flu because I take my vitamins everyday.,fallacies of defective induction
Eating five candy bars and drinking two sodas before a test helps me get better grades. I did that and got an A on my last test in history.,fallacies of defective induction
"An increasing number of people are keeping ferrets as pets, so they must make wonderful companion animals.",fallacy of relevance
Flight attendants are the nicest people. I should know—I’ve taken two flights.,fallacies of defective induction
Trans fats are as bad as biological weapons.,fallacy of relevance
"The ideas from that member of the club are wrong, but he isn’t actually a true member of the club so his ideas do not matter.",fallacy of relevance
"My parents are democrats, and they are good people. Therefore, all democrats must be good people.",fallacies of defective induction
My opponent in the election keeps claiming that he wants to give tax credits to poor people. That means that he wants to raise taxes for the middle class.,fallacy of relevance
Let’s go buy the iPhone X in spite of the $999 price tag--all of our friends have one already!,fallacy of relevance
"All stars are exploding balls of gas. Miley Cyrus is a star. Therefore, Miley Cyrus is an exploding ball of gas",fallacy of ambiguity
"“Andrea Dworkin has written several books arguing that pornography harms women. But Dworkin is just ugly and bitter, so why should we listen to her?”",fallacy of relevance
"Well, every one else jumped off the roof, why can't I?",fallacy of relevance
"My first day of basketball practice was easy, so it will always be easy.",fallacies of defective induction
"Why should you feel guilty for seeking your own happiness when that's what everyone else is doing, too?",fallacy of relevance
You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.,fallacy of relevance
"MARVIN STONE: You suggest that we scrap the SALT II treaty already negotiated, and intensify the build-up of American power to induce the Soviets to sign a new treaty - one more favorable to us. President Carter, on the other hand, says he will again try to convince a reluctant Congress to ratify the present treaty on the grounds it's the best we can hope to get. Now, both of you cannot be right. Will you tell us why you think you are? RONALD REAGAN: Yes. I think I'm right because I believe that we must have a consistent foreign policy, a strong America, and a strong economy. And then, as we build up our national security, to restore our margin of safety, we at the same time try to restrain the Soviet build-up, which has been going forward at a rapid pace, and for quite some time. October 28, 1980 Cleveland, Ohio What logical fallacy did Reagan’s response illustrate the use of?",fallacy of relevance
"She is a teacher in a public school, so any claims that she makes about the public school system are biased and untrue.",fallacy of relevance
"Pol Pot, the Cambodian Maoist revolutionary, was against religion, and he was a very bad man.  Frankie is against religion; therefore, Frankie also must be a very bad man.",fallacies of defective induction
Which of the following is true?,fallacy of relevance
Vote for me because the other candidate is a cheat and a liar!,fallacy of relevance
I. Many seats in the private medical colleges in the state have remained vacant this year. II. The government medical colleges in the state could accommodate all the students who sought admission this year.,fallacies of defective induction
We should stop using hairspray because it is snowing in New York.,fallacies of defective induction
"""It's important for you to take this psychology course. Sign up today. Don't wait.""",fallacy of relevance
Salesguy: You should definitely buy this car.  You look so good in it -- you look at least ten years younger behind that wheel.Tamera: I’ll take it!,fallacy of relevance
Becky: I think capital punishment is a necessary component of our justice system and should remain legal. Alex: So you are saying that murder should be legal and it is okay for us to go around killing people just because we think they deserve it? That isn't right.,fallacy of relevance
aliens must have visited Earth,fallacies of defective induction
"""The mind is like a knife, cutting through difficult problems. But just as too much cutting dulls a knife, so too much education dulls the mind.""",fallacies of defective induction
"“He’s not a great athlete; he’s a fraud, a cheat and a liar. That’s why not everybody is ‘happy for Lance.'”",fallacy of relevance
Son: I am so excited!  I got an “A” on my physics exam! Dad:  Why not an “A+”?  This means that you answered something incorrectly.  That is not acceptable!,fallacy of relevance
"""I don't know how Professor Resnick can be such a hard grader.  He's always late for class. """,fallacy of relevance
"Lucas: I remember when I was about three years old my mother saved me from almost being eaten by a shark. Katie: I doubt that. What you are experiencing is what cognitive psychologists refer to as a ""false memory.""",fallacy of relevance
"The shopping is a red herring, since the original issue was video games.",fallacy of relevance
"A year is 365 days long, so I celebrate my birthday every 365 days.",fallacies of defective induction
Either go to the party or spend the night in your room crying.,fallacies of defective induction
"There must be objective rights and wrongs in the universe.  If not, how can you possibly say that torturing babies for fun could ever be right?",fallacy of relevance
"""Even though it's only the first day, I can tell this is going to be a boring course.""",fallacies of defective induction
Appealing to popularity or the fact that many people do something as an attempted form of validation,fallacy of relevance
"Sure, we haven't given raises in over five years to our employees, but we work really hard to make a good product. We try to ensure the best customer service, too.",fallacy of relevance
"Fred, the Australian, stole my wallet. Thus, all Australians are thieves.",fallacies of defective induction
"Dean, the company you work for just filed for bankruptcy! How can I trust you with our money?",fallacies of defective induction
"My new way of obtaining informed consent helps prevent dropouts. I chose the three therapists in our clinic who had the highest dropout rates and taught them my new informed consent procedure. The first month that they started using it, all three had significantly lower dropout rates.",fallacies of defective induction
Death penalty will not scare criminals because they don’t expect to be caught,fallacy of relevance
"Barbara believes the marketing agency's office is haunted. The cleaning crew once said they heard a other-worldly noise late at night. Since no one could prove that it wasn't a ghost, the office must be haunted.",fallacy of relevance
"How can you possibly believe in evolution? That would mean that you believe that an elephant evolved from a mouse, and that’s just ridiculous",fallacy of relevance
All my friends are doing a low carb diet. That must be the only way to lose weight so I will do it too.,fallacy of relevance
"Vietnam War—America, love it or leave it",fallacy of relevance
"I know you want to imprison me for having murdered my parents, but judge, have mercy on me, I’m an orphan!",fallacy of relevance
What did you use to wipe your fingerprints from the gun?,fallacy of relevance
"""Freedom of choice is an important freedom. Students should have the freedom to choose between different types of soft drinks.""",fallacies of defective induction
He said a lovely lady like me doesn't have to worry about his bear because this is a man-eating bear.,fallacy of ambiguity
"""1 is a number and 2 is a number so 1 = 2""",fallacies of defective induction
"If we don’t teach teens to work harder, the human race is doomed.",fallacy of relevance
Explaining that the U.S. Civil War was fought only because of the institution of slavery,fallacies of defective induction
"We can’t legalize marijuana; if we do, then the next thing you know people will be strung out on heroin.",fallacies of defective induction
"assumes that if many people act or believe a certain way, it must be the right way",fallacy of relevance
Of course we should buy an Apple computer whenever we need a new computer. We have been buying Apple as far back as anyone can remember!,fallacies of defective induction
"Every time that rooster crows, the sun comes up. That rooster must be very powerful and important!",fallacies of defective induction
"The bigger a child's shoe size, the better the child's handwriting",fallacies of defective induction
We now produce the best program in existence; four thousand businesses subscribe to our program.,fallacy of relevance
“You could either pursue your dream job or stay where you are and be miserable for the rest of your life.”,fallacies of defective induction
Everyone who likes pizza likes pepperoni,fallacies of defective induction
Moving the goalposts or making up exceptions when a claim is shown to be false.,fallacy of relevance
Discoveries from Archimedes should be dismissed because he made them in a bathtub and not a proper university laboratory.,fallacy of relevance
Not tipping your waiter is like stealing money right out of someone's wallet.,fallacies of defective induction
"Which logical reason supports the opposition to the motion ""Cell phones give off an unsafe radiation and should not be used.""",fallacies of defective induction
We can either stop using cars or destroy the earth.,fallacies of defective induction
"I can’t stop eating these chocolates.  I really love chocolate, or I seriously lack willpower.  I know I really love chocolate; therefore, I cannot lack willpower.",fallacies of defective induction
"Sebastian saw that several of his friends had bought a new fidget spinner. He realized it must be a very cool gadget if they had one, and everyone else probably did, too.",fallacy of relevance
"I believe that when we die, we will spend eternity reading books and learning more about writing composition. I am so comforted by this belief!",fallacy of relevance
"I must be telling the truth, since I’m not lying.",fallacies of presumption
Layla is a liar! She should not be trusted to be president for student council!,fallacy of relevance
"Before I refute my opponent's argument, I would like to draw attention to the fact that he is sweating and clearly does not have much experience on the debate team.",fallacy of relevance
"""We must legalize weed, it is tearing families apart."" Response: ""But look at all those druggies getting arrested, they are obviously criminals.""",fallacy of relevance
You should listen to Ellie Goulding because everyone is listening to her music.,fallacy of relevance
"Oh please, what do you know about labor laws? You don't even have a job.",fallacy of relevance
This dress code is so bad I feel like I'm in prison.,fallacy of relevance
Joan is scratched by a cat while visiting her friend. Two days later she comes down with a fever. Joan concludes that the cat's scratch must be the cause of her illness.,fallacies of defective induction
Are you still a heavy drinker?,fallacy of relevance
I have a right to free speech so I can say what I want and you shouldn't try to stop me,fallacies of presumption
"Bill and Jill are arguing about cleaning out their closets:  Jill: ""We should clean out the closets. They are getting a bit messy.""  Bill: ""Why, we just went through those closets last year. Do we have to clean them out everyday?""  Jill: ""I never said anything about cleaning them out every day. You just want too keep all your junk forever, which is just ridiculous.""",fallacy of relevance
There was a thunderstorm with rain therefore I did not finish my homework.,fallacies of defective induction
Student: Logical Fallacies have nothing to do with my life and I don’t want to learn them! Teacher: You are too young to understand why it’s important!,fallacy of relevance
Everybody does it.  You should too.,fallacy of relevance
Consider the following exchange: Omar: I think capital punishment is a necessary component of our justice system and should remain legal. Kayla: So you are saying that murder should be legal and it is okay for us to go around killing people just because we think they deserve it? That isn't right.,fallacy of relevance
People nowadays only vote with their emotions instead of their brains.,fallacies of defective induction
Beyond Meat burgers are healthy for us because they do not have any meat in them.,fallacies of defective induction
We cannot listen to John’s opinion on global warming because he is a tree hugger.,fallacy of relevance
"Our garage sale made lots of money before Joan showed up. Obviously, she scared off all the customers.",fallacies of defective induction
Verizon advertising the newest Samsung Galaxy phone that they claim everyone else who has bought it loves the new product.,fallacy of relevance
"“Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, I believe it's true.”",fallacies of defective induction
"Kids: If you wouldn't eat your dog, why eat a turkey? Go vegan.",fallacies of defective induction
"A rainbow appeared in the sky the day before basketball tryouts, and I made the team! If there's a rainbow when I try out in the spring, I'm sure I'll make the team again.",fallacies of defective induction
"The government is convinced that it was a bomb that brought down the aircraft. “Our countrymen believe it was a bomb,” said the president. “A survey done a few days after the crash indicates that almost seventy percent of the people believe it was a terrorist’s bomb.”",fallacies of defective induction
"Oh, please. What would you know about labor laws? You don't even have a job.",fallacy of relevance
"The majority of students are in favor of changing the colors of the graduation gowns to a single color to not exclude those that are non-binary, but a few people complained it wasn't ""tradition"" , so let's meet in the middle and just allow students to not attend graduation if they don't want to wear the traditional black and gold.",fallacy of relevance
"“Grading this exam on a curve would be the most fair thing to do. After all, classes go more smoothly when the students and the professor are getting along well.”",fallacy of relevance
Your mom thinks you spend too much time playing video games. You bring up that she spends too much time shopping.,fallacy of relevance
"“Either you love me, or you hate me.”",fallacies of defective induction
"Siblings Dan and Joe had a serious argument, and Dan told Joe that he hated him and wished that he would get hit by a car. Two days later, Dan was told that Joe had been struck by a car. Dan blamed himself and thought that if he hadn’t made the comment during their fight, Joe would not have been hit.",fallacies of defective induction
Best Buy is the best electronics store because people line up outside of it on Black Friday.,fallacy of relevance
"Angus declares that Scotsmen do not put sugar on their porridge, to which Lachlan points out that he is a Scotsman and puts sugar on his porridge. Furious, like a true Scot, Angus yells that no true Scotsman sugars his porridge.",fallacy of relevance
"Reporter: “It’s been two years since your policies were implemented, and so far they have failed to reduce unemployment rates.” Politician: “I have been working hard ever since I came into office, and I’m happy to say that I met with many business leaders throughout the country, who all say that they are glad to see that our hard work is paying off.”",fallacy of relevance
This has to work so it will work.,fallacies of presumption
"In his class president election video, he called his student opponent 'a brown-nosing, suck up who only wanted to get on the teacher's good side,' which got him disqualified",fallacy of relevance
My phone charger is broken because it doesn't work.,fallacies of presumption
"I know I missed assignments, but if you fail me, I will lose my financial aid and have to drop out.",fallacy of relevance
Martin: All white people are not racists. Charlie: Yes they are. You just believe that because you are white.,fallacy of relevance
"“Eat great food at our restaurant, or eat sad, boring meals at home.”",fallacies of defective induction
I failed Pre-Cal because my teacher doesn’t like me.,fallacies of defective induction
Over one million students have purchased Brain Power.,fallacy of relevance
"""Don't make me angry; you won't like me when I'm angry.""",fallacy of relevance
"A father talking to his daughter on dating a boyfriend he doesn’t like says, “If you continue dating this guy who doesn’t take his education seriously, you’ll end up dropping out of school, you then won’t be able to get a job, and you will get married too young.”",fallacies of defective induction
Ninety percent of all people surveyed said that McDonalds is better than Burger King so it must be true.,fallacy of relevance
A mother who tells the pediatrician that she doesn't trust his judgment because he's never been a mother.,fallacy of relevance
"If there is no objective morality, then all the bad people will not be punished for their bad behavior after death.  I don’t like that; therefore, morality must be objective.",fallacy of relevance
"The owner of the car dealership by my house told me I need a new car, and he would know since he works in the industry.",fallacies of defective induction
"Whatever is less dense than water will float, because such objects won't sink in water.",fallacies of presumption
"I saw Ashton Kutcher in a commercial for male skin care. He's looking good for his age, so I'm willing to try the product. He must know what he's talking about.",fallacies of defective induction
"My roommate said her philosophy class was difficult, and the one I’m in is difficult, too. All philosophy classes must be hard.",fallacies of defective induction
"Don't listen to Senator Bob's opinion. He is a crook, and a spiteful loony man.",fallacy of relevance
"Michael is part of the Jackson Five.  Without Tito and company, he will never make it.",fallacies of defective induction
Everyone loves Post Malone and can name at least one of his songs!,fallacies of defective induction
"If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost.",fallacies of defective induction
"Professor, you have to give me an A on this paper. I know I only turned in a sentence and some clip art, but you have to understand, my grandmother suddenly died while traveling in the Northern Yukon, and her funeral was there so I had to travel, and my parents got divorced in the middle of the ceremony, and all the stress caused me to become catatonic for two weeks. Have some pity — my grandmother's last wish was that I'd get an A in this class.",fallacy of relevance
"Either you decide that you can afford this stereo, or decide not to have music for a while",fallacies of defective induction
"I had a real bad headache, then saw my doctor.  Just by talking with him, my headache started to subside, and I was all better the next day.  It was well worth the $200 visit fee.",fallacies of defective induction
McDonald’s has served 100 billion people in the world. It must be the best fast food restaurant in the world,fallacy of relevance
"Anthony and Marie have a heated argument. During their fight, Anthony tells Marie that he hates her and wished that she would get hit by a bus. Later that evening, Anthony receives a call from a friend who tells him that Marie is in the hospital because she was struck by a bus. Anthony immediately blames himself and reasons that if he hadn't made that comment during their fight, Marie would not have been hit.",fallacies of defective induction
Alissa has class with a football player who is a class clown. He disrupts the class and is failing. Alissa decides all football players are not serious students.,fallacies of defective induction
My uncle is a mechanic and he says you shouldn't spank children. He says it's ineffective.,fallacies of defective induction
"Colin Closet asserts that if we allow same-sex couples to marry, then the next thing we know we'll be allowing people to marry their parents, their cars and even monkeys.",fallacies of defective induction
Delores is a big supporter for equal pay for equal work.  This is the same policy that all those extreme feminist groups support.  Extremists like Delores should not be taken seriously -- at least politically.,fallacies of defective induction
"The solar system reminds me of an atom, with planets orbiting the sun like electrons orbiting the nucleus. We know that electrons can jump from orbit to orbit; so we must look to ancient records for sightings of planets jumping from orbit to orbit also.",fallacies of defective induction
"So many people are speaking up about animal rights, but what they should first focus on is human rights.",fallacy of relevance
"All of my red-headed friends are good dancers. Therefore, all red-headed people must be good dancers.",fallacies of defective induction
"""That's what abortion is - killing innocent humans for money. Abortionists are government licensed hit men.""",fallacy of relevance
"Person 1: ""I am for raising the minimum wage in our state."" Person 2: ""She is for raising the minimum wage, but she is not smart enough to even run a business.""",fallacy of relevance
"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son! He is a good boy who just made a mistake!",fallacy of relevance
"Conclude that because A happens then B, C, D, E, F, G, H, I, J, K, L… will inevitably happen.",fallacies of defective induction
God exists. How do you know? Because it says so in the Bible.,fallacies of presumption
"""The Omani hospital tested three patients from Abu Dhabi and found they had the disease. They immediately banned all people from Abu Dhabi from entering the hospital.""",fallacies of defective induction
"""You should never break traffic laws."" ""Who are you to speak? You've gotten over fifteen speeding tickets!""",fallacy of relevance
Everybody loves Raymond because he is so popular. Popular people are loved by everybody.,fallacies of presumption
Premise: All black bears are omnivores. Premise: All raccoons are omnivores. Conclusion: All raccoons are black bears.,fallacies of defective induction
"A is part of B. A has property X. Therefore, B has property X.",fallacies of defective induction
"Sarah wakes up one morning to find that she has just slept through her anatomy test. She emails her teacher and asks if she can make up the test. Sarah states that she deserves to take it over because she didn't sleep well because her boyfriend just broke up with her, her dog is sick and she stained her favorite dress. What fallacy is this?",fallacy of relevance
"""When my parents talk to me about how important it is to learn a second language, I remind them they didn't learn another language.",fallacies of presumption
What drugs were you on?,fallacy of relevance
Jon: Why should I bother exercising while my spouse is on vacation stuffing her face with food.,fallacy of relevance
The political commercials described the mayor as a “monster” who “hated babies” but they never discussed his plans for the city.,fallacy of relevance
"“If America doesn’t send weapons to the Syrian rebels, they won’t be able to defend themselves against their warring dictator. They’ll lose their civil war, and that dictator will oppress them, and the Soviets will consequently carve out a sphere of influence that spreads across the entire Middle East.",fallacies of defective induction
"""Every person is either my enemy or my friend. If are my enemy I should hate them. If they are my friend I should love them So I should either love them or hate them.""",fallacies of defective induction
Don't you want the best for your baby?,fallacy of relevance
"Lindsay's mom is concerned when she finds out that Lindsay skipped class one day. She tells Lindsay that she will now start skipping more frequently. Then she will drop out altogether, never graduate or get into college, and end up unemployed and living at home for the rest of her life.",fallacies of defective induction
"Mother: It’s bedtime Jane Jane: Mom, how do ants feed their babies? Mother: Don’t know dear, close your eyes now. Jane: But mama, do ant babies cry when they’re hungry?",fallacy of relevance
"I took a vitamin this morning and now I’m sick, so the vitamin must have made me ill.",fallacies of defective induction
Word processed papers are clearer and more error-free than typed papers  because they make use of new technology.,fallacies of defective induction
She took a drink from the drinking fountain yesterday and now she's sick. It must have been the public fountain that made her sick.,fallacies of defective induction
"""Sarah likes to run. All girls must like to run.""",fallacies of defective induction
How many times per day do you beat your wife?,fallacy of relevance
"White men can't jump. No, really, they can't!",fallacies of defective induction
Executions are moral because we must have a death penalty to discourage violent crime.,fallacies of presumption
Have you accepted the fact that most environmental studies don’t support global warming?,fallacy of relevance
Trump cites (biased) poll results showing that people think he’s a strong leader to prove a point that he is a strong leader. ABC News/Washington Post Poll (wrong big on election) said almost all stand by their vote on me & 53% said strong leader.,fallacy of relevance
"Tries to persuade the reader to do, think or buy something because it is popular or because ""everyone"" is doing it.",fallacy of relevance
"Farmer McDonald: Ever since they put up that new power plant across the river, we haven't had a bit of rain. I'm tellin' you, mankind has got too big for its britches when it fiddles around with nature.",fallacies of defective induction
"Of course the Senator from Maine opposes a reduction in naval spending. After all, Bath Ironworks, which produces warships, is in Maine.",fallacy of relevance
"Chihuahuas are good inside dogs. German Shepherds are dogs; therefore, German Shepherds would be good inside dogs, too.",fallacies of defective induction
"Ted: Biological evolution is both a theory and a fact. Edwin: That is ridiculous! How can you possibly be absolutely certain that we evolved from pond scum! Ted: Actually, that is a gross misrepresentation of my assertion. I never claimed we evolved from pond scum.",fallacy of relevance
"Most heroin users started out smoking pot. If you start smoking pot, you’ll end up a heroin user, too.",fallacies of defective induction
"It was a rainy day in Harvard Square, so the foot traffic through the atrium from Mass Ave to Mount Auburn Street was heavier than it might have been if the sun were out. A lot of people were carrying umbrellas, which most of them furled inside. I had always thought that Cambridge, in the vicinity of Harvard, might have had the most umbrellas per capita of any place in the world. People used them when it snowed. In my childhood, in Laramie, Wyoming, we used to think people who carried umbrellas were sissies.",fallacies of defective induction
"Either we go to war, or we appear weak",fallacies of defective induction
"The book ""Investing for Dummies"" really helped me understand my finances better. The book ""Chess for Dummies"" was written by the same author, was published by the same press, and costs about the same amount, so it would probably help me understand my finances as well.",fallacies of defective induction
"The level of mercury in seafood may be unsafe, but what will fishers do to support their families?",fallacy of relevance
We have pure food and drug laws; why can't we have laws to keep moviemakers from giving us filth ?,fallacies of defective induction
"I shop at Natural Happy Sunshine Store (NHSS), which is much better than your grocery store because at NHSS everything is natural including the 38-year-old store manager’s long gray hair and saggy breasts.",fallacies of defective induction
"John: We should oppose any attempt to register firearms. Such regulation is the first step to confiscation of all weapons and the elimination of our constitutional right to bear arms. Ted: This is preposterous. Many things in society are registered, such as cars, babies, boats, and lanes, yet these items have never been confiscated.",fallacies of defective induction
"Don't let your cousin borrow $10.00. Next, he's going to be borrowing money from you every day.",fallacies of defective induction
"Senator Jones supports a strong national defense, and he wants your vote. I would never vote for a coward like him.",fallacy of relevance
How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.,fallacy of relevance
1 = a number; 2 = a number; therefore 1 = 2.,fallacies of defective induction
"In a study designed by a famous academic to test the effects of pleasant imagery on motivation, employees were shown images of baby animals and beautiful nature scenes for their first five minutes at work. Amazingly, results showed a 10 percent leap in profits in the first quarter and record earnings over the course of a year. So, showing employees pleasant images is a great way to increase their motivation and improve productivity",fallacies of defective induction
"In March, 5G was introduced and then we all got COVID",fallacies of defective induction
"Person A: I think pollution from humans contributes to climate change. Person B: So, you think humans are directly responsible for extreme weather, like hurricanes, and have caused the droughts in the southwestern U.S.?",fallacy of relevance
"In class, Ryan turns to Doug and says, ""Smoking cigarettes is nothing short of suicide: the smoker is willingly killing himself. Duh.""",fallacy of relevance
"The officer told me to freeze but it was too hot out to be freezing, so I was justified in running away.",fallacy of ambiguity
"After Will said that we should put more money into health and education, Warren responded by saying that he was surprised that Will hates our country so much that he wants to leave it defenceless by cutting military spending.",fallacy of relevance
"You should marry me. I know we’re not compatible, but I only have a year to live, and you’re my last chance.",fallacy of relevance
"""Sir, please let me take the exam. I was late because I need to cook our breakfast and wash the dishes.""",fallacy of relevance
"Person #1: We need to start high school later in the morning. Person #2: Oh, so you think we should all just sleep in until noon and have school until it gets dark?",fallacy of relevance
"Cotton and grain crops were lower this year than last. So, people must be stealing them.",fallacies of defective induction
The Windmill debate- Snowball promises that the Windmill will mean less work and better living conditions. Napoleon says that it's just unnecessary and will be more work.,fallacy of relevance
Dismissing someone's viewpoint on an issue because he himself is inconsistent in that very thing.,fallacy of relevance
"Bruce is American, or he is not from New Jersey. Bruce is not American, therefore, he is not from New Jersey.",fallacies of defective induction
"Mr. Equalminded's idea for implementing affirmative action in the university's admission process is complete folly. He says he wants the student body to represent diversity in the community. But that's ridiculous. I suppose this means we'll have to throw out our academic standards while were at it. After all, if we're going to let students into our prestigious institution just because of their gender of the color of their skin, then what's going to happen to our reputation?",fallacy of relevance
"Eric: For my lottery numbers, I chose 6, 14, 22, 35, 38, 40.  What did you choose? Steve: I chose 1, 2, 3, 4, 5, 6. Eric: You idiot!  Those numbers will never come up!",fallacies of defective induction
"“The best minds in physics have studied physics most of their lives, as it’s necessary to study physics extensively to become a top physicist.”",fallacies of presumption
"Giving 10% of your income to the Church will free a child’s soul from Limbo into Heaven, so give your money!",fallacies of defective induction
